t d dw dc
0.025 0.01303810051 0.005106571226 0.005983006832
0.0255 0.003097105052 -0.002459568671 -0.004398378457
0.026 -0.007045712501 -0.01016778259 -0.01498913833
0.0265 -0.01735800096 -0.0179971919 -0.02575726185
0.027 -0.02780615947 -0.02592635314 -0.03666960542
0.0275 -0.03835555304 -0.03393330747 -0.04769205444
0.028 -0.04897074888 -0.04199563163 -0.05878969909
0.0285 -0.0596157684 -0.05009049018 -0.0699270215
0.029 -0.07025434905 -0.05819468905 -0.08106809146
0.0295 -0.08085020942 -0.06628473004 -0.09217676762
0.03 -0.0913673112 -0.07433686649 -0.1032169005
0.0305 -0.1017701114 -0.08232715959 -0.1141525342
0.031 -0.1120237985 -0.09023153554 -0.1249481023
0.0315 -0.1220945076 -0.09802584324 -0.1355686159
0.032 -0.1319495095 -0.1056859124 -0.1459798391
0.0325 -0.1415573698 -0.113187612 -0.1561484488
0.033 -0.1508880763 -0.120506909 -0.1660421775
0.0335 -0.159913133 -0.1276199268 -0.1756299348
0.034 -0.1686056202 -0.1345030039 -0.1848819063
0.0345 -0.1769402213 -0.1411327523 -0.1937696299
0.035 -0.1848932192 -0.1474861153 -0.2022660457
0.0355 -0.1924424634 -0.153540425 -0.210345522
0.036 -0.1995673105 -0.1592734591 -0.217983856
0.0365 -0.2062485435 -0.1646634967 -0.225158251
0.037 -0.2124682712 -0.1696893737 -0.2318472706
0.0375 -0.218209813 -0.1743305366 -0.2380307725
0.038 -0.2234575712 -0.1785670953 -0.2436898239
0.0385 -0.2281968967 -0.1823798748 -0.2488066018
0.039 -0.2324139486 -0.1857504655 -0.2533642804
0.0395 -0.2360955532 -0.1886612712 -0.25734691
0.04 -0.2392290637 -0.1910955566 -0.2607392906
0.0405 -0.2418022241 -0.1930374921 -0.2635268441
0.041 -0.2438030397 -0.194472197 -0.265695489
0.0415 -0.2452196555 -0.1953857811 -0.267231522
0.042 -0.2460402461 -0.1957653835 -0.2681215092
0.0425 -0.2462529178 -0.1955992096 -0.2683521931
0.043 -0.2458456264 -0.1948765658 -0.267910416
0.0435 -0.2448061116 -0.1935878919 -0.2667830669
0.044 -0.2431218508 -0.1917247907 -0.2649570518
0.0445 -0.2407800358 -0.1892800555 -0.2624192929
0.045 -0.2377675732 -0.1862476947 -0.2591567582
0.0455 -0.234071114 -0.1826229537 -0.2551565239
0.046 -0.2296771136 -0.1784023344 -0.2504058712
0.0465 -0.2245719278 -0.1735836117 -0.2448924191
0.047 -0.2187419472 -0.1681658469 -0.2386042935
0.0475 -0.2121737755 -0.1621493987 -0.2315303323
0.048 -0.2048544547 -0.1555359313 -0.2236603255
0.0485 -0.1967717422 -0.1483284188 -0.2149852894
0.049 -0.1879144417 -0.1405311479 -0.2054977709
0.0495 -0.178272792 -0.1321497164 -0.1951921799
0.05 -0.1678389123 -0.1231910295 -0.1840651435
0.0505 -0.1566073057 -0.1136632928 -0.1721158776
0.051 -0.1445754126 -0.1035760027 -0.1593465692
0.0515 -0.1317442106 -0.09293993303 -0.1457627611
0.052 -0.1181188447 -0.08176711978 -0.1313737316
0.0525 -0.1037092736 -0.07007084213 -0.1161928585
0.053 -0.08853090688 -0.05786560096 -0.1002379593
0.0535 -0.07260520718 -0.04516709441 -0.0835315957
0.054 -0.05596022232 -0.03199219069 -0.0661013328
0.0545 -0.03863101193 -0.0183588981 -0.04797994228
0.055 -0.02065992932 -0.004286332423 -0.02920553951
0.0555 -0.002096721173 0.01020531837 -0.009821645344
0.056 0.01700158805 0.02509483189 0.01012283559
0.0565 0.03657105215 0.04035999166 0.03057372682
0.057 0.05654141267 0.05597762973 0.05147178727
0.0575 0.07683695992 0.07192367169 0.07275301636
0.058 0.09737762663 0.08817318384 0.09434905777
0.0585 0.118080278 0.1047004225 0.1161876995
0.059 0.1388601462 0.1214788852 0.1381934655
0.0595 0.1596323453 0.138481364 0.1602882912
0.06 0.1803133958 0.1556800005 0.1823922732
0.0605 0.200822687 0.1730463422 0.2044244797
0.061 0.2210838099 0.1905514012 0.2263038075
0.0615 0.2410257068 0.2081657131 0.2479498686
0.062 0.2605835955 0.2258593987 0.2692838884
0.0625 0.2796996441 0.2436022254 0.2902295965
0.063 0.2983233926 0.2613636706 0.3107140917
0.0635 0.3164119267 0.2791129856 0.330668662
0.064 0.3339298299 0.2968192604 0.3500295417
0.0645 0.3508489418 0.3144514888 0.3687385903
0.065 0.3671479618 0.3319786346 0.3867438791
0.0655 0.3828119351 0.3493696972 0.4040001728
0.066 0.3978316593 0.3665937782 0.420469299
0.0665 0.4122030446 0.3836201477 0.4361203994
0.067 0.4259264583 0.4004183103 0.4509300596
0.0675 0.4390060765 0.4169580713 0.4648823191
0.068 0.4514492619 0.4332096017 0.477968565
0.0685 0.4632659808 0.4491435038 0.4901873152
0.069 0.4744682681 0.4647308749 0.5015439006
0.0695 0.4850697453 0.4799433708 0.5120500566
0.07 0.4950851923 0.4947532683 0.5217234369
0.0705 0.5045301741 0.5091335266 0.530587062
0.071 0.5134207174 0.5230578466 0.5386687169
0.0715 0.5217730369 0.5365007304 0.5460003128
0.072 0.5296033036 0.5494375374 0.5526172249
0.0725 0.5369274539 0.5618445405 0.5585576206
0.073 0.5437610319 0.5736989791 0.5638617897
0.0735 0.5501190627 0.5849791106 0.568571487
0.074 0.5560159516 0.5956642607 0.5727292978
0.0745 0.5614654049 0.6057348702 0.576378032
0.075 0.5664803696 0.6151725402 0.5795601552
0.0755 0.5710729885 0.6239600752 0.5823172597
0.076 0.5752545679 0.6320815234 0.58468958
0.0765 0.5790355555 0.639522214 0.5867155532
0.077 0.5824255265 0.6462687928 0.5884314264
0.0775 0.5854331765 0.6523092545 0.5898709095
0.078 0.5880663193 0.6576329717 0.5910648733
0.0785 0.590331888 0.6622307224 0.5920410905
0.079 0.5922359396 0.666094713 0.5928240178
0.0795 0.5937836611 0.669218599 0.5934346166
0.08 0.5949793772 0.6715975032 0.5938902097
0.0805 0.5958265584 0.6732280294 0.5942043728
0.081 0.59632783 0.6741082743 0.5943868571
0.0815 0.5964849812 0.6742378353 0.5944435428
0.082 0.5962989741 0.6736178155 0.5943764213
0.0825 0.5957699526 0.6722508256 0.5941836063
0.083 0.5948972523 0.6701409819 0.5938593728
0.0835 0.5936794096 0.6672939018 0.5933942242
0.084 0.5921141717 0.6637166958 0.5927749897
0.0845 0.5901985081 0.6594179558 0.5919849513
0.085 0.5879286226 0.6544077411 0.5910040031
0.0855 0.585299968 0.6486975602 0.589808845
0.086 0.5823072633 0.6423003501 0.5883732121
0.0865 0.5789445139 0.6352304525 0.586668141
0.087 0.5752050375 0.6275035863 0.5846622772
0.0875 0.571081495 0.6191368176 0.5823222216
0.088 0.566565928 0.6101485268 0.5796129195
0.0885 0.5616498066 0.6005583724 0.5764980904
0.089 0.5563240854 0.5903872519 0.5729406989
0.0895 0.5505792735 0.5796572607 0.5689034627
0.09 0.5444055178 0.5683916474 0.564349397
0.0905 0.5377927037 0.5566147671 0.5592423876
0.091 0.5307305745 0.5443520318 0.5535477889
0.0915 0.5232088723 0.5316298592 0.5472330384
0.092 0.5152175042 0.5184756178 0.5402682777
0.0925 0.506746734 0.5049175715 0.5326269725
0.093 0.4977874045 0.490984821 0.5242865165
0.0935 0.4883311898 0.4767072434 0.5152288111
0.094 0.4783708816 0.4621154306 0.505440805
0.0945 0.4679007072 0.4472406255 0.4949149829
0.095 0.4569166815 0.4321146566 0.4836497904
0.0955 0.445416989 0.4167698716 0.4716499828
0.096 0.4334023926 0.4012390696 0.4589268874
0.0965 0.4208766628 0.385555432 0.4454985715
0.097 0.4078470193 0.3697524524 0.4313899065
0.0975 0.3943245724 0.3538638661 0.4166325268
0.098 0.3803247508 0.3379235787 0.4012646783
0.0985 0.3658676991 0.3219655939 0.3853309595
0.099 0.3509786239 0.3060239413 0.3688819583
0.0995 0.3356880697 0.290132604 0.3519737902
0.1 0.3200321013 0.2743254459 0.3346675483
0.1005 0.3040523729 0.2586361395 0.3170286765
0.101 0.2877960648 0.2430980934 0.299126279
0.1015 0.2713156748 0.2277443805 0.2810323819
0.102 0.254668655 0.2126076674 0.2628211643
0.1025 0.2379168944 0.1977201433 0.2445681741
0.103 0.2211260559 0.1831134507 0.2263495471
0.1035 0.204364784 0.1688186171 0.2082412455
0.104 0.1877038095 0.1548659871 0.190318331
0.1045 0.1712149843 0.1412851572 0.1726542862
0.105 0.1549702839 0.1281049104 0.1553203973
0.1055 0.1390408177 0.1153531539 0.1383852066
0.106 0.1234958876 0.103056858 0.121914043
0.1065 0.1084021298 0.09124199622 0.1059686344
0.107 0.09382276957 0.07993348895 0.09060680498
0.1075 0.07981701276 0.06915514771 0.07588225706
0.108 0.06643958452 0.05892962271 0.06184443431
0.1085 0.05374042108 0.0492783523 0.04853846239
0.109 0.04176450938 0.04022151519 0.03600516029
0.1095 0.0305518631 0.03177798509 0.02428111454
0.11 0.02013761824 0.02396528819 0.01339880728
0.1105 0.01055222738 0.01679956338 0.00338678835
0.111 0.001821730156 0.01029552545 -0.005730118907
0.1115 -0.006031922995 0.004466431175 -0.01393058857
0.112 -0.01299051592 -0.0006759514805 -0.0211965501
0.1125 -0.01903920089 -0.00512137101 -0.02751294332
0.113 -0.02416613967 -0.008861116852 -0.03286747962
0.1135 -0.02836216674 -0.0118880406 -0.03725041808
0.114 -0.03162048712 -0.01419657392 -0.04065436381
0.1145 -0.03393641873 -0.01578274309 -0.04307409525
0.115 -0.03530718674 -0.0166441802 -0.04450642559
0.1155 -0.03573177517 -0.01678013089 -0.04495010234
0.116 -0.03521083927 -0.01619145864 -0.04440574793
0.1165 -0.03374668005 -0.0148806457 -0.04287584274
0.117 -0.03134328141 -0.01285179045 -0.04036475069
0.1175 -0.02800640789 -0.01011060137 -0.03687878618
0.118 -0.02374376031 -0.006664387494 -0.03242631994
0.1185 -0.01856518427 -0.002522045536 -0.02701791989
0.119 -0.01248292483 0.002305956509 -0.02066652221
0.1195 -0.005511918719 0.007807599084 -0.01338762628
0.12 0.00232988694 0.01396933415 -0.005199506441
0.1205 0.0110212027 0.02077611157 0.0038765676
0.121 0.02053706725 0.02821140874 0.01381611057
0.1215 0.03084853808 0.03625726338 0.0245912112
0.122 0.04192242183 0.04489430952 0.03617034131
0.1225 0.05372106492 0.05410181646 0.04851819453
0.123 0.06620222513 0.06385773074 0.06159556444
0.1235 0.0793190436 0.074138721 0.07535927155
0.124 0.09302013419 0.0849202256 0.08976214777
0.1245 0.1072498029 0.09617650298 0.104753086
0.125 0.1219484042 0.1078806846 0.1202771609
0.1255 0.1370528348 0.1200048302 0.1362758255
0.126 0.1524971568 0.1325199859 0.1526871859
0.1265 0.1682133341 0.1453962439 0.169446355
0.127 0.1841320605 0.1586028047 0.1864858822
0.1275 0.2001836477 0.1721080412 0.2037362558
0.128 0.2162989412 0.185879565 0.221126471
0.1285 0.2324102269 0.1998842936 0.2385846536
0.129 0.2484520943 0.2140885199 0.2560387295
0.1295 0.2643622222 0.2284579829 0.2734171263
0.13 0.2800820619 0.2429579397 0.290649492
0.1305 0.2955573958 0.2575532385 0.3076674163
0.131 0.3107387604 0.2722083928 0.3244051383
0.1315 0.3255817278 0.286887656 0.3408002236
0.132 0.3400470496 0.3015550972 0.356794197
0.1325 0.3541006709 0.3161746773 0.3723331142
0.133 0.3677136296 0.3307103248 0.3873680621
0.1335 0.3808618568 0.3451260131 0.4018555745
0.134 0.393525898 0.3593858363 0.4157579559
0.1345 0.4056905741 0.373454086 0.4290435066
0.135 0.4173446005 0.3872953274 0.441686646
0.1355 0.4284801808 0.4008744744 0.4536679326
0.136 0.4390925914 0.414156865 0.4649739835
0.1365 0.4491797667 0.4271083352 0.475597297
0.137 0.4587418966 0.4396952921 0.4855359839
0.1375 0.467781043 0.4518847861 0.494793418
0.138 0.47630078 0.4636445814 0.5033778128
0.1385 0.4843058618 0.4749432255 0.5113017368
0.139 0.4918019189 0.4857501168 0.518581579
0.1395 0.4987951839 0.4960355711 0.525236975
0.14 0.5052922452 0.5057708848 0.5312902058
0.1405 0.5112998287 0.5149283979 0.5367655814
0.141 0.5168246036 0.5234815538 0.5416888177
0.1415 0.5218730112 0.5314049569 0.5460864175
0.142 0.5264511152 0.5386744278 0.5499850634
0.1425 0.5305644683 0.5452670567 0.5534110297
0.143 0.5342179959 0.551161253 0.5563896196
0.1435 0.5374158919 0.5563367931 0.5589446318
0.144 0.5401615256 0.5607748651 0.5610978614
0.1445 0.5424573582 0.5644581101 0.5628686363
0.145 0.5443048652 0.5673706616 0.564273393
0.1455 0.5457044643 0.5694981802 0.565325291
0.146 0.5466554476 0.5708278865 0.5660338696
0.1465 0.5471559152 0.5713485902 0.5664047451
0.147 0.5472027103 0.5710507157 0.5664393512
0.1475 0.546791354 0.5699263247 0.5661347228
0.148 0.5459159801 0.5679691349 0.5654833251
0.1485 0.5445692675 0.5651745358 0.564472929
0.149 0.5427423712 0.5615396006 0.5630865361
0.1495 0.5404248517 0.5570630944 0.5613023557
0.15 0.5376046016 0.5517454796 0.5590938381
0.1505 0.534267772 0.5455889167 0.5564297677
0.151 0.530398697 0.5385972625 0.5532744212
0.1515 0.5259798204 0.5307760639 0.5495877963
0.152 0.5209916242 0.5221325489 0.5453259153
0.1525 0.5154125635 0.5126756132 0.5404412095
0.153 0.5092190107 0.5024158042 0.5348829888
0.1535 0.5023852135 0.491365301 0.5285980004
0.154 0.4948832746 0.4795378909 0.5215310791
0.1545 0.486683159 0.4669489424 0.5136258911
0.155 0.4777527407 0.4536153758 0.5048257684
0.1555 0.4680579005 0.4395556291 0.4950746319
0.156 0.4575626894 0.4247896219 0.4843179955
0.1565 0.4462295762 0.4093387153 0.4725040419
0.157 0.4340197998 0.3932256695 0.4595847553
0.1575 0.4208938503 0.3764745977 0.4455170957
0.158 0.4068121042 0.3591109178 0.4302641921
0.1585 0.3917356423 0.341161301 0.4137965312
0.159 0.375627277 0.3226536176 0.3960931139
0.1595 0.358452813 0.3036168806 0.3771425493
0.16 0.3401825595 0.2840811868 0.3569440543
0.1605 0.3207930966 0.2640776555 0.3355083272
0.161 0.3002692848 0.2436383648 0.3128582622
0.1615 0.2786064744 0.2227962866 0.2890294745
0.162 0.2558128423 0.2015852191 0.2640706095
0.1625 0.2319117398 0.1800397173 0.2380434123
0.163 0.2069438963 0.1581950229 0.2110225394
0.1635 0.18096928 0.1360869917 0.1830951049
0.164 0.154068392 0.1137520203 0.1543599547
0.1645 0.1263427631 0.09122697164 0.1249266772
0.165 0.09791444858 0.06854909899 0.09491436297
0.1655 0.06892437695 0.04575596991 0.06445013765
0.166 0.03952951 0.02288538898 0.03366749711
0.1665 0.009898895703 -2.467976611e-05 0.00270448434
0.167 -0.01979117026 -0.02293619079 -0.02829824875
0.1675 -0.04936253992 -0.04581109514 -0.0591994463
0.168 -0.07864075357 -0.06861141856 -0.08985926944
0.1685 -0.1074602925 -0.0912993395 -0.1201412819
0.169 -0.1356691523 -0.1138372667 -0.14991435
0.1695 -0.1631324382 -0.1361879163 -0.1790544109
0.17 -0.1897348118 -0.1583143885 -0.2074460661
0.1705 -0.2153817489 -0.180180243 -0.2349839658
0.171 -0.239999692 -0.2017495741 -0.2615739558
0.1715 -0.2635352626 -0.2229870836 -0.2871339668
0.172 -0.2859537518 -0.2438581539 -0.3115946361
0.1725 -0.3072371223 -0.2643289182 -0.3348996586
0.173 -0.3273817359 -0.2843663302 -0.3570058729
0.1735 -0.3463959942 -0.3039382312 -0.3778830954
0.174 -0.3642980335 -0.3230134163 -0.3975137239
0.1745 -0.3811135759 -0.3415616974 -0.4158921322
0.175 -0.3968739975 -0.3595539649 -0.433023888
0.1755 -0.4116146464 -0.3769622472 -0.4489248227
0.176 -0.4253734155 -0.3937597671 -0.4636199868
0.1765 -0.438189562 -0.409920996 -0.4771425243
0.177 -0.4501027529 -0.4254217057 -0.4895324941
0.1775 -0.4611523108 -0.4402390174 -0.5008356722
0.178 -0.4713766334 -0.4543514471 -0.5111023576
0.1785 -0.4808127581 -0.4677389493 -0.5203862064
0.179 -0.4894960469 -0.4803829568 -0.5287431145
0.1795 -0.4974599692 -0.4922664172 -0.5362301629
0.18 -0.504735962 -0.5033738271 -0.5429046402
0.1805 -0.5113533508 -0.5136912622 -0.5488231487
0.181 -0.5173393171 -0.5232064046 -0.5540408007
0.1815 -0.5227189016 -0.5319085662 -0.5586105084
0.182 -0.5275150321 -0.539788709 -0.562582366
0.1825 -0.5317485711 -0.5468394621 -0.5660031231
0.183 -0.5354383751 -0.5530551347 -0.5689157468
0.1835 -0.5386013621 -0.5584317258 -0.5713590671
0.184 -0.5412525841 -0.5629669305 -0.5733675015
0.1845 -0.5434053012 -0.5666601424 -0.5749708524
0.185 -0.5450710565 -0.5695124528 -0.5761941738
0.1855 -0.5462597502 -0.5715266457 -0.5770577001
0.186 -0.5469797113 -0.5727071904 -0.5775768341
0.1865 -0.5472377685 -0.573060229 -0.577762189
0.187 -0.5470393183 -0.5725935617 -0.5776196818
0.1875 -0.5463883914 -0.5713166281 -0.5771506739
0.188 -0.5452877186 -0.569240485 -0.5763521586
0.1885 -0.5437387952 -0.5663777808 -0.5752169922
0.189 -0.5417419464 -0.5627427271 -0.5737341685
0.1895 -0.5392963942 -0.5583510659 -0.5718891351
0.19 -0.5364003264 -0.5532200351 -0.5696641515
0.1905 -0.5330509701 -0.5473683296 -0.5670386877
0.191 -0.5292446714 -0.54081606 -0.5639898615
0.1915 -0.5249769819 -0.5335847081 -0.560492915
0.192 -0.5202427547 -0.5256970801 -0.5565217257
0.1925 -0.5150362533 -0.5171772559 -0.5520493507
0.193 -0.5093512725 -0.5080505372 -0.5470486001
0.1935 -0.5031812772 -0.4983433918 -0.5414926331
0.194 -0.4965195595 -0.4880833964 -0.5353555715
0.1945 -0.4893594164 -0.4772991767 -0.528613124
0.195 -0.4816943525 -0.4660203455 -0.5212432099
0.1955 -0.4735183072 -0.4542774383 -0.5132265759
0.196 -0.4648259102 -0.442101848 -0.5045473923
0.1965 -0.4556127655 -0.429525757 -0.4951938196
0.197 -0.4458757648 -0.4165820679 -0.4851585326
0.1975 -0.4356134289 -0.4033043332 -0.4744391906
0.198 -0.424826276 -0.389726683 -0.4630388431
0.1985 -0.4135172124 -0.3758837522 -0.4509662589
0.199 -0.4016919395 -0.3618106062 -0.4382361713
0.1995 -0.3893593703 -0.3475426664 -0.4248694299
0.2 -0.3765320435 -0.3331156343 -0.410893054
0.2005 -0.3632265228 -0.3185654157 -0.3963401847
0.201 -0.3494637657 -0.3039280442 -0.3812499323
0.2015 -0.3352694447 -0.2892396047 -0.3656671241
0.202 -0.3206742017 -0.2745361572 -0.3496419533
0.2025 -0.305713817 -0.2598536595 -0.333229539
0.203 -0.2904292733 -0.2452278923 -0.3164894043
0.2035 -0.2748666996 -0.2306943826 -0.2994848853
0.204 -0.2590771824 -0.2162883294 -0.2822824847
0.2045 -0.2431164369 -0.2020445291 -0.2649511833
0.205 -0.2270443378 -0.1879973025 -0.2475617268
0.2055 -0.2109243175 -0.1741804229 -0.230185903
0.206 -0.1948226462 -0.1606270446 -0.2128958254
0.2065 -0.1788076168 -0.1473696345 -0.1957632387
0.207 -0.1629486637 -0.134439903 -0.1788588602
0.2075 -0.1473154491 -0.1218687391 -0.1622517694
0.208 -0.131976952 -0.1096861451 -0.1460088568
0.2085 -0.1170005972 -0.09792117472 -0.13019434
0.209 -0.1024514544 -0.08660187282 -0.1148693534
0.2095 -0.08839153745 -0.07575521731 -0.1000916151
0.21 -0.07487922274 -0.06540706358 -0.08591517204
0.2105 -0.06196880113 -0.05558209126 -0.07239022292
0.211 -0.04971016743 -0.04630375367 -0.05956301565
0.2115 -0.03814864542 -0.03759422992 -0.04747581382
0.212 -0.02732493934 -0.02947437972 -0.03616692626
0.2125 -0.01727519735 -0.02196370121 -0.02567079147
0.213 -0.00803116918 -0.01508029164 -0.01601810803
0.2135 0.0003795620583 -0.008840811137 -0.007236001602
0.214 0.007933294767 -0.003260449582 0.0006517815045
0.2145 0.01460989069 0.00164710331 0.007624664091
0.215 0.02039244269 0.005869684688 0.01366502088
0.2155 0.02526694561 0.009396681964 0.01875796372
0.216 0.02922198505 0.01221905285 0.02289113771
0.2165 0.0322484565 0.01432934205 0.02605453624
0.217 0.03433932524 0.0157216945 0.02824034162
0.2175 0.0354894348 0.01639186519 0.02944279711
0.218 0.03569537015 0.01633722555 0.029658115
0.2185 0.03495537992 0.01555676636 0.02888442406
0.219 0.03326936004 0.01405109721 0.02712175839
0.2195 0.03063889996 0.01182244248 0.02437208842
0.22 0.02706739087 0.008874633891 0.02063939364
0.2205 0.0225601936 0.005213099689 0.01592977493
0.221 0.01712486231 0.0008448503431 0.01025160345
0.2215 0.01077141791 -0.004221539042 0.003615701519
0.222 0.003512663011 -0.009975949648 -0.003964450141
0.2225 -0.00463547242 -0.01640674313 -0.01247248575
0.223 -0.01365356797 -0.02350078899 -0.02188891619
0.2235 -0.02351834847 -0.03124349512 -0.03219088795
0.224 -0.0342023371 -0.03961884142 -0.04335194878
0.2245 -0.04567354691 -0.04860941634 -0.05534183015
0.225 -0.05789523318 -0.05819645643 -0.06812625688
0.2255 -0.07082572959 -0.06835988864 -0.08166679425
0.226 -0.08441839033 -0.07907837538 -0.09592074283
0.2265 -0.09862165791 -0.0903293622 -0.1108410905
0.227 -0.1133792719 -0.102089128 -0.1263765304
0.2275 -0.1286306278 -0.1143328374 -0.1424715515
0.228 -0.1443112888 -0.1270345961 -0.1590666091
0.2285 -0.1603536411 -0.1401675075 -0.1760983771
0.229 -0.1766876803 -0.1537037319 -0.193500085
0.2295 -0.1932419004 -0.1676145475 -0.2112019395
0.23 -0.209944256 -0.1818704133 -0.2291316253
0.2305 -0.2267231587 -0.1964410334 -0.2472148822
0.231 -0.2435084687 -0.2112954226 -0.2653761478
0.2315 -0.2602324403 -0.2264019745 -0.2835392574
0.232 -0.2768305866 -0.2417285287 -0.3016281863
0.2325 -0.2932424307 -0.2572424417 -0.3195678214
0.233 -0.309412122 -0.2729106559 -0.3372847461
0.2335 -0.3252889027 -0.2886997721 -0.3547080207
0.234 -0.3408274185 -0.3045761201 -0.3717699424
0.2345 -0.3559878784 -0.3205058317 -0.3884067675
0.235 -0.3707360712 -0.3364549126 -0.4045593789
0.2355 -0.3850432572 -0.3523893154 -0.4201738854
0.236 -0.3988859516 -0.368275012 -0.4352021395
0.2365 -0.4122456233 -0.3840780658 -0.4496021611
0.237 -0.4251083289 -0.399764704 -0.4633384616
0.2375 -0.4374643035 -0.415301389 -0.4763822613
0.238 -0.4493075267 -0.4306548892 -0.4887115974
0.2385 -0.460635279 -0.4457923492 -0.5003113233
0.239 -0.4714477039 -0.4606813588 -0.5111730027
0.2395 -0.4817473843 -0.4752900212 -0.5212947032
0.24 -0.4915389421 -0.4895870195 -0.5306806974
0.2405 -0.500828666 -0.5035416822 -0.5393410818
0.241 -0.5096241708 -0.5171240472 -0.5472913238
0.2415 -0.5179340893 -0.5303049236 -0.5545517496
0.242 -0.5257677985 -0.5430559526 -0.5611469852
0.2425 -0.5331351764 -0.5553496656 -0.5671053634
0.243 -0.540046391 -0.5671595409 -0.5724583096
0.2435 -0.546511717 -0.5784600578 -0.5772397179
0.244 -0.5525413782 -0.5892267485 -0.5814853285
0.2445 -0.5581454144 -0.5994362482 -0.5852321163
0.245 -0.5633335683 -0.6090663417 -0.5885176997
0.2455 -0.5681151906 -0.6180960084 -0.5913797747
0.246 -0.5724991622 -0.626505464 -0.5938555834
0.2465 -0.5764938281 -0.6342761996 -0.5959814168
0.247 -0.5801069451 -0.6413910181 -0.5977921588
0.2475 -0.5833456371 -0.6478340677 -0.5993208702
0.248 -0.5862163605 -0.6535908723 -0.600598415
0.2485 -0.5887248745 -0.6586483588 -0.6016531276
0.249 -0.5908762175 -0.6629948815 -0.6025105211
0.2495 -0.5926746883 -0.6666202433 -0.6031930336
0.25 -0.5941238293 -0.6695157139 -0.6037198127
0.2505 -0.595226413 -0.6716740445 -0.604106534
0.251 -0.5959844303 -0.6730894792 -0.6043652537
0.2515 -0.5963990795 -0.673757764 -0.6045042923
0.252 -0.5964707568 -0.6736761512 -0.6045281478
0.2525 -0.5961990463 -0.6728434017 -0.6044374383
0.253 -0.5955827114 -0.6712597839 -0.6042288721
0.2535 -0.5946196852 -0.6689270682 -0.6038952465
0.254 -0.5933070616 -0.6658485203 -0.6034254744
0.2545 -0.5916410863 -0.6620288892 -0.60280464
0.255 -0.5896171482 -0.6574743937 -0.602014086
0.2555 -0.5872297709 -0.6521927046 -0.6010315322
0.256 -0.5844726062 -0.6461929247 -0.5998312295
0.2565 -0.5813384275 -0.6394855653 -0.5983841506
0.257 -0.5778191274 -0.6320825196 -0.5966582198
0.2575 -0.5739057164 -0.6239970336 -0.5946185849
0.258 -0.5695883274 -0.6152436742 -0.5922279329
0.2585 -0.5648562247 -0.6058382939 -0.589446851
0.259 -0.5596978201 -0.5957979937 -0.5862342334
0.2595 -0.5541006988 -0.5851410826 -0.5825477359
0.26 -0.5480516547 -0.5738870354 -0.5783442747
0.2605 -0.5415367412 -0.5620564475 -0.5735805689
0.261 -0.5345413366 -0.5496709878 -0.5682137227
