t d dw dc
0.2615 -0.5270502302 -0.5365442096 -0.5303376481
0.262 -0.5190477317 -0.5232761514 -0.5238884442
0.2625 -0.5105178075 -0.5095180367 -0.5167480039
0.263 -0.5014442488 -0.4952951631 -0.5088832469
0.2635 -0.491810876 -0.4806336503 -0.5002645935
0.264 -0.4816017834 -0.4655603825 -0.4908665919
0.2645 -0.4708016294 -0.4501029479 -0.4806685206
0.265 -0.459395976 -0.4342895781 -0.4696549514
0.2655 -0.4473716805 -0.4181490856 -0.4578162592
0.266 -0.4347173411 -0.4017108008 -0.445149067
0.2665 -0.4214237975 -0.3850045075 -0.4316566115
0.267 -0.4074846824 -0.3680603782 -0.4173490198
0.2675 -0.3928970183 -0.3509089084 -0.4022434857
0.268 -0.3776618509 -0.3335808503 -0.3863643389
0.2685 -0.3617849017 -0.3161071471 -0.3697430022
0.269 -0.3452772209 -0.2985188658 -0.3524178323
0.2695 -0.3281558161 -0.2808471309 -0.3344338458
0.27 -0.3104442222 -0.2631230582 -0.3158423339
0.2705 -0.2921729811 -0.2453776883 -0.2967003708
0.271 -0.2733799907 -0.2276419209 -0.277070226
0.2715 -0.2541106854 -0.2099464498 -0.2570186918
0.272 -0.234418014 -0.1923216983 -0.2366163407
0.2725 -0.2143621841 -0.1747977553 -0.2159367269
0.273 -0.1940101575 -0.1574043132 -0.1950555515
0.2735 -0.1734348903 -0.1401706058 -0.1740498077
0.274 -0.1527143295 -0.1231253484 -0.1529969242
0.2745 -0.1319301981 -0.1062966788 -0.1319739258
0.275 -0.1111666113 -0.08971209961 -0.1110566267
0.2755 -0.09050858615 -0.07339842286 -0.09031887275
0.276 -0.07004051183 -0.0573817158 -0.06983184622
0.2765 -0.04984465413 -0.04168724879 -0.0496634438
0.277 -0.02999976237 -0.02633944513 -0.02987773758
0.2775 -0.01057983977 -0.01136183295 -0.01053452497
0.278 0.008346875827 0.003223000687 0.008311028475
0.2785 0.02671869038 0.01739345339 0.02660865225
0.279 0.04448097808 0.03112894871 0.04431314105
0.2795 0.06158645507 0.04440997497 0.06138443542
0.28 0.07799522011 0.05721812146 0.07778761815
0.2805 0.09367459008 0.06953611217 0.09349283318
0.281 0.1085987656 0.08134783672 0.1084751354
0.2815 0.1227483651 0.09263837864 0.1227142805
0.282 0.1361098652 0.1033940408 0.136194464
0.2825 0.1486749836 0.113602368 0.1489040203
0.283 0.1604400357 0.1232521669 0.1608350916
0.2835 0.171405292 0.1323335225 0.1719832753
0.284 0.1815743556 0.1408378124 0.1823472613
0.2845 0.1909535773 0.1487577172 0.1919284651
0.285 0.1995515177 0.1560872292 0.2007306674
0.2855 0.2073784631 0.1628216565 0.2087596645
0.286 0.214445999 0.1689576255 0.2160229371
0.2865 0.2207666404 0.1744930798 0.2225293428
0.287 0.2263535196 0.179427276 0.2282888341
0.2875 0.2312201265 0.1837607767 0.2333122084
0.288 0.2353800996 0.1874954411 0.2376108893
0.2885 0.2388470631 0.1906344115 0.2411967423
0.289 0.241634505 0.1931820984 0.2440819243
0.2895 0.2437556942 0.1951441612 0.2462787691
0.29 0.2452236308 0.1965274879 0.2477997044
0.2905 0.2460510268 0.1973401705 0.2486572035
0.291 0.2462503133 0.1975914788 0.2488637654
0.2915 0.2458336727 0.1972918309 0.2484319253
0.292 0.2448130908 0.196452762 0.2473742894
0.2925 0.2432004284 0.1950868901 0.2457035927
0.293 0.2410075095 0.1932078798 0.2434327771
0.2935 0.2382462226 0.1908304035 0.2405750845
0.294 0.2349286358 0.1879701007 0.2371441634
0.2945 0.2310671204 0.1846435352 0.2331541831
0.295 0.2266744835 0.1808681505 0.2286199537
0.2955 0.2217641056 0.1766622231 0.2235570473
0.296 0.2163500811 0.1720448143 0.2179819156
0.2965 0.2104473602 0.1670357204 0.2119120027
0.297 0.2040718867 0.161655421 0.205365847
0.2975 0.1972407312 0.1559250269 0.1983631712
0.298 0.1899722147 0.1498662255 0.1909249563
0.2985 0.1822860193 0.1435012263 0.1830734971
0.299 0.1742032827 0.1368527049 0.1748324377
0.2995 0.1657466724 0.1299437457 0.166226785
0.3 0.1569404365 0.122797785 0.157282899
0.3005 0.1478104267 0.1154385522 0.1480284591
0.301 0.1383840929 0.1078900121 0.1384924071
0.3015 0.1286904449 0.1001763056 0.1287048666
0.302 0.118759981 0.09232169075 0.1186970398
0.3025 0.108624583 0.08435048395 0.1085010844
0.303 0.09831737786 0.07628700111 0.09814997089
0.3035 0.08787256844 0.06815549898 0.08767732393
0.304 0.07732523507 0.0599801171 0.07711725049
0.3045 0.06671111304 0.05178482005 0.0665041573
0.305 0.05606635032 0.04359334056 0.05587256133
0.3055 0.04542725142 0.03542912334 0.04525689666
0.306 0.03483001369 0.02731526979 0.03469132099
0.3065 0.02431046249 0.01927448392 0.02420952539
0.307 0.01390379205 0.01132901925 0.01384455023
0.3075 0.003644317971 0.003500627206 0.003628610411
0.308 -0.006434752672 -0.004189493193 -0.006407067498
0.3085 -0.01630152889 -0.01172074405 -0.01623239396
0.309 -0.02592561703 -0.01907317565 -0.02581854911
0.3095 -0.03527827295 -0.02622753182 -0.03513809799
0.31 -0.04433252343 -0.03316529338 -0.04416508731
0.3105 -0.05306325619 -0.0398687196 -0.05287512338
0.311 -0.06144727934 -0.04632088775 -0.06124543109
0.3115 -0.06946335131 -0.05250573033 -0.06925489443
0.312 -0.07709218397 -0.05840807021 -0.07688407931
0.3125 -0.08431642145 -0.0640136534 -0.0841152399
0.313 -0.09112059824 -0.0693091795 -0.09093230992
0.3135 -0.09749108004 -0.07428232962 -0.09732088065
0.314 -0.1034159911 -0.0789217919 -0.1032681676
0.3145 -0.1088851317 -0.08321728444 -0.108762968
0.315 -0.1138898893 -0.08715957557 -0.1137956107
0.3155 -0.1184231467 -0.09074050151 -0.1183579015
0.316 -0.1224791899 -0.09395298139 -0.1224430655
0.3165 -0.1260536189 -0.09679102949 -0.1260456881
0.317 -0.1291432628 -0.09924976474 -0.1291616576
0.3175 -0.131746102 -0.1013254175 -0.1317881094
0.318 -0.1338611988 -0.1030153335 -0.1339233757
0.3185 -0.1354886362 -0.1043179752 -0.135566939
0.319 -0.1366294688 -0.1052329201 -0.1367193934
0.3195 -0.1372856824 -0.1057608564 -0.1373824112
0.32 -0.1374601661 -0.1059035761 -0.1375587188
0.3205 -0.1371566943 -0.1056639651 -0.1372520787
0.321 -0.1363799198 -0.1050459907 -0.1364672798
0.3215 -0.1351353768 -0.1040546865 -0.1352101341
0.322 -0.1334294928 -0.1026961345 -0.1334874809
0.3225 -0.1312696096 -0.1009774452 -0.1313071951
0.323 -0.1286640108 -0.09890673391 -0.1286782017
0.3235 -0.1256219553 -0.09649309623 -0.1256104919
0.324 -0.1221537155 -0.09374657984 -0.1221151426
0.3245 -0.1182706168 -0.09067815455 -0.118204335
0.325 -0.1139850798 -0.08729968001 -0.1138913734
0.3255 -0.1093106591 -0.08362387116 -0.1091907001
0.326 -0.1042620806 -0.07966426164 -0.1041179066
0.3265 -0.0988552722 -0.07543516523 -0.09868973939
0.327 -0.09310738741 -0.07095163535 -0.09292409784
0.3275 -0.08703681952 -0.06622942274 -0.08684002419
0.328 -0.0806632039 -0.06128493149 -0.08045768388
0.3285 -0.07400740724 -0.05613517343 -0.07379833546
0.329 -0.06709150188 -0.05079772111 -0.06688428954
0.3295 -0.05993872429 -0.0452906593 -0.05973885626
0.33 -0.05257341678 -0.03963253536 -0.0523862813
0.3305 -0.04502095225 -0.03384230842 -0.04485167049
0.331 -0.03730764202 -0.0279392976 -0.03716090355
0.3315 -0.02946062766 -0.02194312928 -0.02934053771
0.332 -0.02150775797 -0.0158736837 -0.02141770213
0.3325 -0.01347745279 -0.00975104092 -0.01341998445
0.333 -0.005398556039 -0.003595426285 -0.005375310911
0.3335 0.002699819488 0.002572844472 0.002688178427
0.334 0.01078845261 0.008733420329 0.01074225747
0.3345 0.0188381764 0.01486597016 0.01875874318
0.335 0.02682003974 0.02095023791 0.026709624
0.3355 0.03470546463 0.0269660975 0.03456718582
0.336 0.04246639622 0.03289360754 0.04230413369
0.3365 0.05007544284 0.0387130655 0.0498937076
0.337 0.05750600363 0.0444050613 0.0573097908
0.3375 0.06473238183 0.04995053031 0.06452700941
0.338 0.0717298824 0.05533080533 0.07152082209
0.3385 0.07847489295 0.06052766774 0.07826759919
0.339 0.08494494765 0.06552339752 0.08474469051
0.3395 0.09111877433 0.07030082206 0.09093048168
0.34 0.09697632525 0.07484336363 0.09680443903
0.3405 0.1024987928 0.07913508539 0.1023471432
0.341 0.1076686112 0.0831607359 0.1075403124
0.3415 0.1124694461 0.08690579187 0.1123668152
0.342 0.1168861742 0.09035649924 0.1168106753
0.3425 0.1209048542 0.09349991231 0.1208570684
0.343 0.124512692 0.0963239309 0.1244923123
0.3435 0.1276980014 0.0988173355 0.1277038535
0.344 0.1304501638 0.1009698202 0.1304802491
0.3445 0.1327595867 0.1027720235 0.132811148
0.345 0.1346176654 0.1042155567 0.134687272
0.3455 0.1360167476 0.1052930297 0.1361003977
0.346 0.1369501036 0.1059980752 0.1370433419
0.3465 0.1374119033 0.1063253691 0.1375099509
0.347 0.1373972009 0.1062706494 0.1374950947
0.3475 0.1369019289 0.1058307322 0.136994668
0.348 0.1359229017 0.1050035246 0.1360055975
0.3485 0.1344578298 0.1037880355 0.134525857
0.349 0.1325053443 0.1021843835 0.1325544898
0.3495 0.1300650332 0.1001938021 0.1300916389
0.35 0.1271374879 0.09781864154 0.1271385838
0.3505 0.12372436 0.09506236899 0.1236977847
0.351 0.1198284284 0.09192956502 0.1197729317
0.3515 0.1154536742 0.0884259177 0.1153689988
0.352 0.1106053637 0.08455821391 0.1104923009
0.3525 0.1052901362 0.08033432783 0.1051505526
0.353 0.09951609559 0.07576320675 0.0993529265
0.3535 0.09329290239 0.0708548542 0.09311010891
0.354 0.08663186412 0.06562031033 0.08643435201
0.3545 0.07954602027 0.06007162981 0.07933951889
0.355 0.07205021864 0.05422185702 0.07184112027
0.3555 0.06416117938 0.04808499881 0.06395634046
0.356 0.0558975431 0.04167599476 0.05570405074
0.3565 0.0472798993 0.03501068505 0.04710480816
0.357 0.03833079171 0.02810577602 0.03818083841
0.3575 0.02907469759 0.02097880347 0.02895600128
0.358 0.01953797831 0.0136480938 0.01945573791
0.3585 0.009748799666 0.006132723055 0.009706999212
0.359 -0.0002629791271 -0.001547525976 -0.0002618446955
0.3595 -0.01046594744 -0.009372208592 -0.01042111359
0.36 -0.02082731507 -0.01732026478 -0.02073994416
0.3605 -0.03131311137 -0.02537006749 -0.03118643349
0.361 -0.04188840827 -0.03349947251 -0.0417277975
0.3615 -0.05251756242 -0.04168586976 -0.05233054196
0.362 -0.06316447121 -0.04990623596 -0.06296064383
0.3625 -0.07379283635 -0.05813718848 -0.07358373973
0.363 -0.08436642872 -0.06635504035 -0.08416531878
0.3635 -0.09484934774 -0.07453585616 -0.0946709162
0.364 -0.1052062689 -0.08265550884 -0.1050663044
0.3645 -0.1154026737 -0.09068973717 -0.1153176783
0.365 -0.125405056 -0.09861420381 -0.1253918309
0.3655 -0.1351811022 -0.1064045538 -0.135256317
0.366 -0.1446998393 -0.1140364735 -0.1448796012
0.3665 -0.1539317518 -0.1214857493 -0.1542311877
0.367 -0.1628488642 -0.1287283267 -0.163281731
0.3675 -0.1714247896 -0.1357403695 -0.172003123
0.368 -0.1796347466 -0.142498318 -0.1803685593
0.3685 -0.1874555452 -0.1489789476 -0.1883525796
0.369 -0.1948655451 -0.1551594264 -0.195931086
0.3695 -0.2018445883 -0.161017372 -0.2030813366
0.37 -0.2083739119 -0.1665309085 -0.2097819178
0.3705 -0.2144360415 -0.1716787211 -0.216012695
0.371 -0.2200146721 -0.1764401108 -0.221754744
0.3715 -0.2250945377 -0.1807950474 -0.2269902669
0.372 -0.229661274 -0.1847242214 -0.2317024932
0.3725 -0.2337012783 -0.1882090942 -0.2358755706
0.373 -0.237201568 -0.1912319469 -0.2394944484
0.3735 -0.2401496414 -0.1937759275 -0.2425447569
0.374 -0.2425333437 -0.1958250961 -0.2450126872
0.3745 -0.2443407396 -0.1973644686 -0.2468848743
0.375 -0.2455599958 -0.1983800575 -0.2481482873
0.3755 -0.2461792741 -0.1988589118 -0.2487901317
0.376 -0.2461866393 -0.1987891539 -0.2487977657
0.3765 -0.2455699812 -0.198160014 -0.2481586359
0.377 -0.2443169563 -0.1969618631 -0.2468602332
0.3775 -0.2424149483 -0.1951862423 -0.2448900755
0.378 -0.2398510524 -0.1928258906 -0.2422357156
0.3785 -0.2366120854 -0.1898747694 -0.2388847812
0.379 -0.2326846246 -0.1863280846 -0.2348250451
0.3795 -0.2280550799 -0.1821823058 -0.2300445298
0.38 -0.2227098016 -0.1774351831 -0.2245316456
0.3805 -0.2166352292 -0.1720857604 -0.2182753639
0.381 -0.2098180851 -0.1661343863 -0.211265424
0.3815 -0.2022456164 -0.1595827221 -0.2034925736
0.382 -0.1939058897 -0.1524337465 -0.1949488403
0.3825 -0.1847881409 -0.1446917575 -0.1856278302
0.383 -0.1748831832 -0.1363623716 -0.1755250531
0.3835 -0.1641838722 -0.1274525192 -0.1646382651
0.384 -0.1526856258 -0.1179704385 -0.1529678274
0.3845 -0.1403869952 -0.1079256643 -0.1405170711
0.385 -0.1272902758 -0.09732901622 -0.1272926622
0.3855 -0.1134021454 -0.08619258165 -0.1133049592
0.386 -0.09873430987 -0.0745296976 -0.09856835171
0.3865 -0.08330413236 -0.06235492865 -0.08310157291
0.387 -0.0671352158 -0.04968404236 -0.06692797497
0.3875 -0.05025790427 -0.03653398185 -0.0500757571
0.388 -0.03270966556 -0.02292283559 -0.03257813684
0.3885 -0.01453531637 -0.008869804568 -0.01447345521
0.389 0.004212946399 0.005604833273 0.004194793122
0.3895 0.02347573909 0.02047976108 0.02337801163
0.39 0.04318693109 0.03573266364 0.04302264184
0.3905 0.06327433915 0.05134027034 0.06307039527
0.391 0.08366066891 0.06727840041 0.08345857923
0.3915 0.1042646789 0.08352201042 0.1041205163
0.392 0.1250025253 0.1000452438 0.1249860542
0.3925 0.1457892305 0.1168214827 0.1459821612
0.393 0.1665402097 0.1338234008 0.1670335977
0.3935 0.1871727823 0.1510230197 0.188063655
0.394 0.2076075979 0.1683917648 0.208994947
0.3945 0.2277699143 0.1859005245 0.2297502407
0.395 0.2475906747 0.2035197096 0.2502533089
0.3955 0.2670073512 0.2212193152 0.2704297876
0.396 0.2859645352 0.2389689825 0.2902080194
0.3965 0.3044142739 0.2567380622 0.3095198666
0.397 0.3223161679 0.2744956794 0.3283014733
0.3975 0.3396372547 0.2922107978 0.3464939639
0.398 0.3563517112 0.3098522861 0.3640440601
0.3985 0.3724404138 0.3273889835 0.3809046053
0.399 0.387890394 0.3447897665 0.3970349869
0.3995 0.402694226 0.3620236153 0.4124014475
0.4 0.4168493787 0.3790596804 0.4269772825
0.4005 0.4303575601 0.3958673493 0.4407429215
0.401 0.4432240758 0.4124163124 0.4536858966
0.4015 0.455457219 0.4286766288 0.4658007002
0.402 0.4670677023 0.4446187918 0.4770885411
0.4025 0.4780681406 0.4602137929 0.4875570074
0.403 0.4884725863 0.4754331859 0.4972196468
0.4035 0.4982961198 0.4902491494 0.5060954765
0.404 0.5075544935 0.504634548 0.5142084367
0.4045 0.5162638251 0.5185629929 0.5215868001
0.405 0.5244403382 0.5320089003 0.5282625508
0.4055 0.5321001452 0.544947549 0.5342707468
0.406 0.5392590676 0.5573551355 0.5396488764
0.4065 0.5459324891 0.5692088282 0.5444362209
0.407 0.5521352384 0.5804868187 0.548673233
0.4075 0.5578814956 0.591168372 0.5524009393
0.408 0.5631847197 0.6012338738 0.5556603733
0.4085 0.5680575941 0.6106648758 0.5584920449
0.409 0.5725119856 0.6194441385 0.5609354505
0.4095 0.5765589164 0.6275556721 0.563028625
0.41 0.5802085446 0.6349847736 0.5648077385
0.4105 0.5834701526 0.6417180625 0.566306737
0.411 0.5863521423 0.6477435132 0.567557027
0.4115 0.5888620334 0.6530504842 0.568587202
0.412 0.5910064665 0.657629745 0.5694228103
0.4125 0.5927912078 0.6614734998 0.5700861598
0.413 0.594221156 0.6645754082 0.5705961603
0.4135 0.5953003501 0.6669306025 0.5709681988
0.414 0.5960319779 0.6685357026 0.5712140461
0.4145 0.5964183849 0.6693888268 0.5713417943
0.415 0.5964610837 0.6694896001 0.5713558215
0.4155 0.5961607625 0.6688391591 0.5712567844
0.416 0.595517295 0.6674401535 0.571041638
0.4165 0.594529749 0.6652967442 0.570703681
0.417 0.5931963968 0.6624145989 0.5702326298
0.4175 0.5915147252 0.6588008835 0.5696147192
0.418 0.5894814468 0.6544642505 0.5688328341
0.4185 0.5870925135 0.649414825 0.567866671
0.419 0.5843431314 0.6436641859 0.566692933
0.4195 0.581227779 0.6372253457 0.5652855595
0.42 0.5777402296 0.6301127256 0.5636159925
0.4205 0.573873578 0.6223421286 0.5616534807
0.421 0.5696202742 0.6139307091 0.5593654236
0.4215 0.5649721636 0.6048969394 0.5567177541
0.422 0.5599205375 0.5952605735 0.5536753619
0.4225 0.5544561937 0.5850426081 0.5502025537
0.423 0.5485695105 0.5742652407 0.5462635505
0.4235 0.5422505356 0.5629518252 0.541823016
0.424 0.5354890926 0.5511268242 0.5368466131
0.4245 0.5282749076 0.5388157601 0.5313015808
0.425 0.5205977582 0.5260451626 0.5251573249
0.4255 0.5124476474 0.5128425146 0.5183860129
0.426 0.503815006 0.4992361955 0.5109631628
0.4265 0.4946909242 0.4852554229 0.5028682163
0.427 0.4850674153 0.470930192 0.4940850818
0.4275 0.4749377124 0.4562912133 0.4846026383
0.428 0.464296598 0.4413698488 0.4744151855
0.4285 0.4531407664 0.4261980463 0.4635228293
0.429 0.441469215 0.4108082727 0.4519317925
0.4295 0.4292836606 0.3952334456 0.4396546392
0.43 0.4165889743 0.3795068643 0.4267104065
0.4305 0.4033936239 0.3636621397 0.4131246369
0.431 0.3897101126 0.3477331225 0.3989293066
0.4315 0.3755553993 0.3317538326 0.3841626512
0.432 0.3609512803 0.3157583858 0.3688688874
0.4325 0.345924715 0.2997809222 0.3530978374
0.433 0.3305080731 0.2838555325 0.3369044613
0.4335 0.3147392809 0.2680161861 0.3203483091
0.434 0.2986618487 0.2522966576 0.3034929015
0.4345 0.28232476 0.2367304549 0.2864050556
0.435 0.2657822119 0.221350747 0.2691541696
0.4355 0.2490932006 0.2061902927 0.2518114816
0.436 0.2323209535 0.1912813698 0.2344493203
0.4365 0.2155322211 0.1766557054 0.2171403635
0.437 0.198796447 0.1623444073 0.1999569193
0.4375 0.1821848454 0.1483778962 0.182970244
0.438 0.1657694205 0.1347858398 0.1662499116
0.4385 0.1496219676 0.1215970879 0.1498632426
0.439 0.1338130949 0.1088396095 0.1338748032
0.4395 0.1184113059 0.09654043137 0.1183459801
0.44 0.1034821762 0.08472557894 0.1033346341
0.4405 0.08908765197 0.07342001865 0.08889483551
0.441 0.07528548905 0.06264760294 0.07507667873
0.4415 0.06212884309 0.05243101737 0.06192617387
0.442 0.04966601134 0.04279173009 0.04948521028
0.4425 0.03794031936 0.03374994392 0.03779158533
0.443 0.026990139 0.02532455101 0.02687909053
0.4435 0.01684901929 0.01753309021 0.01677764616
0.444 0.007545908664 0.01039170732 0.007513474915
0.4445 -0.0008945542421 0.003915118237 -0.0008906955196
0.445 -0.008451704126 -0.001883424973 -0.008415410645
0.4455 -0.0151084883 -0.006992164808 -0.01504425805
0.446 -0.02085110127 -0.011400866 -0.02076363623
0.4465 -0.02566863165 -0.01510083995 -0.02556253196
0.447 -0.02955273565 -0.01808496587 -0.02943231414
0.4475 -0.03249734878 -0.02034770865 -0.03236655091
0.448 -0.03449844483 -0.02188513334 -0.03436085591
0.4485 -0.0355538488 -0.0226949162 -0.03541276832
0.449 -0.03566310846 -0.02277635239 -0.03552167018
0.4495 -0.03482742736 -0.02213036013 -0.03468874325
0.45 -0.03304966034 -0.0207594815 -0.03291696629
0.4505 -0.03033437101 -0.01866787963 -0.03021115254
0.451 -0.02668794934 -0.01586133255 -0.02657802583
0.4515 -0.02211878547 -0.01234722352 -0.0220263325
0.452 -0.01663749447 -0.008134527883 -0.01656698511
0.4525 -0.01025718458 -0.003233796574 -0.01021323287
0.453 -0.002993759655 0.002342863839 -0.002980852557
0.4535 0.005133756191 0.008581814423 0.005111647317
0.454 0.01410288556 0.01546791047 0.01404281697
0.4545 0.0238873729 0.02298453137 0.02378805923
0.455 0.03445688616 0.0311136136 0.03431943602
0.4555 0.04577676493 0.03983568697 0.04560549689
0.456 0.05780783578 0.0491299138 0.05761113907
0.4565 0.07050631522 0.05897413117 0.07029750844
0.457 0.08382381918 0.06934489599 0.0836219501
0.4575 0.0977074945 0.08021753293 0.09753801637
0.458 0.1121002835 0.09156618499 0.1119955392
0.4585 0.1269413268 0.1033638667 0.1269407724
0.459 0.1421665007 0.1155825199 0.1423166064
0.4595 0.1577090811 0.1281930714 0.1580628592
0.46 0.1735005131 0.141165494 0.174116641
0.4605 0.1894712621 0.1544688681 0.1904127905
0.461 0.2055517158 0.1680714467 0.2068843791
0.4615 0.2216731006 0.1819407211 0.223463273
0.462 0.2377683774 0.1960434896 0.2400807471
0.4625 0.2537730828 0.2103459262 0.2566681366
0.463 0.2696260831 0.2248136523 0.2731575146
0.4635 0.2852702176 0.2394118084 0.2894823812
0.464 0.3006528135 0.2541051278 0.3055783496
0.4645 0.3157260613 0.2688580109 0.3213838126
0.465 0.3304472504 0.2836345999 0.3368405759
0.4655 0.344778868 0.2983988552 0.3518944424
0.466 0.3586885732 0.3131146313 0.3664957347
0.4665 0.3721490614 0.3277457533 0.3805997445
0.467 0.3851378363 0.3422560941 0.394167098
0.4675 0.3976369086 0.3566096506 0.4071640316
0.468 0.4096324413 0.3707706207 0.4195625715
0.4685 0.4211143582 0.3847034794 0.4313406146
0.469 0.4320759338 0.3983730544 0.4424819123
0.4695 0.4425133759 0.4117446016 0.452975959
0.47 0.4524254148 0.4247838789 0.4628177889
0.4705 0.4618129059 0.4374572199 0.4720076904
0.471 0.4706784539 0.4497316061 0.480550844
0.4715 0.4790260617 0.4615747373 0.4884568955
0.472 0.4868608079 0.4729551017 0.4957394732
0.4725 0.4941885528 0.4838420433 0.5024156614
0.473 0.5010156734 0.4942058282 0.5085054415
0.4735 0.5073488272 0.504017709 0.5140311097
0.474 0.5131947414 0.5132499867 0.519016685
0.4745 0.5185600272 0.521876071 0.5234873128
0.475 0.5234510159 0.5298705382 0.5274686772
0.4755 0.5278736147 0.5372091863 0.5309864262
0.476 0.5318331795 0.5438690881 0.5340656171
0.4765 0.5353344028 0.5498286414 0.536730189
0.477 0.5383812135 0.5550676166 0.539002464
0.4775 0.5409766872 0.5595672009 0.5409026819
0.478 0.5431229648 0.5633100406 0.5424485708
0.4785 0.5448211769 0.5662802791 0.5436549542
0.479 0.5460713736 0.5684635931 0.5445333972
0.4795 0.5468724569 0.5698472242 0.5450918916
0.48 0.547222115 0.5704200086 0.5453345804
0.4805 0.5471167577 0.5701724024 0.5452615242
0.481 0.5465514512 0.569096504 0.5448685087
0.4815 0.5455198516 0.5671860729 0.5441468955
0.482 0.5440141378 0.5644365454 0.5430835182
0.4825 0.5420249413 0.560845046 0.5416606264
0.483 0.5395412746 0.5564103961 0.5398558801
0.4835 0.5365504583 0.5511331185 0.5376423986
0.484 0.5330380461 0.5450154387 0.5349888685
0.4845 0.5289877501 0.5380612822 0.531859715
0.485 0.5243813677 0.5302762691 0.5282153412
0.4855 0.5191987124 0.5216677038 0.5240124421
0.486 0.5134175505 0.5122445624 0.5192043958
0.4865 0.50701355 0.5020174758 0.513741738
0.487 0.4999602447 0.4909987096 0.5075727229
0.4875 0.4922290221 0.4792021406 0.5006439719
0.488 0.4837891428 0.4666432296 0.4929012113
0.4885 0.4746078027 0.4533389912 0.484290097
0.489 0.4646502507 0.4393079602 0.4747571218
0.4895 0.4538799781 0.4245701547 0.4642505977
0.49 0.4422589988 0.409147036 0.4527217033
0.4905 0.4297482417 0.3930614658 0.4401255819
0.491 0.4163080799 0.3763376599 0.426422473
0.4915 0.401899024 0.3590011399 0.4115788551
0.492 0.3864826068 0.3410786807 0.3955685772
0.4925 0.3700224858 0.3225982571 0.3783739505
0.493 0.3524857868 0.3035889863 0.3599867715
0.4935 0.3338447002 0.2840810693 0.3404092452
0.494 0.3140783323 0.2641057286 0.3196547786
0.4945 0.2931747863 0.2436951453 0.2977486124
0.495 0.2711334252 0.2228823928 0.2747282639
0.4955 0.2479672264 0.2017013692 0.2506437555
0.496 0.2237051019 0.1801867284 0.2255576083
0.4965 0.1983940103 0.1583738086 0.1995445862
0.497 0.172100655 0.1362985603 0.1726911828
0.4975 0.1449125377 0.1139974721 0.145094851
0.498 0.1169381411 0.09150749623 0.116862982
0.4985 0.08830605404 0.0688659727 0.08811165207
0.499 0.05916292262 0.04611055241 0.05896415909
0.4995 0.02967022567 0.02327911992 0.02954938184
0.5 2.514793698e-15 0.0004097156816 2.775984427e-15
0.5005 -0.02967022567 -0.02245954216 -0.02954938184
0.501 -0.05916292262 -0.04529053608 -0.05896415909
0.5015 -0.08830605404 -0.06804522748 -0.08811165207
0.502 -0.1169381411 -0.09068573484 -0.116862982
0.5025 -0.1449125377 -0.1131744115 -0.145094851
0.503 -0.172100655 -0.1354739231 -0.1726911828
0.5035 -0.1983940103 -0.1575473239 -0.1995445862
0.504 -0.2237051019 -0.1793581332 -0.2255576083
0.5045 -0.2479672264 -0.2008704096 -0.2506437555
0.505 -0.2711334252 -0.2220488248 -0.2747282639
0.5055 -0.2931747863 -0.2428587363 -0.2977486124
0.506 -0.3140783323 -0.2632662583 -0.3196547786
0.5065 -0.3338447002 -0.2832383305 -0.3404092452
0.507 -0.3524857868 -0.3027427864 -0.3599867715
0.5075 -0.3700224858 -0.3217484186 -0.3783739505
0.508 -0.3864826068 -0.3402250425 -0.3955685772
0.5085 -0.401899024 -0.3581435578 -0.4115788551
0.509 -0.4163080799 -0.3754760079 -0.426422473
0.5095 -0.4297482417 -0.3921956362 -0.4401255819
0.51 -0.4422589988 -0.408276941 -0.4527217033
0.5105 -0.4538799781 -0.4236957263 -0.4642505977
0.511 -0.4646502507 -0.4384291514 -0.4747571218
0.5115 -0.4746078027 -0.4524557762 -0.484290097
0.512 -0.4837891428 -0.4657556045 -0.4929012113
0.5125 -0.4922290221 -0.4783101239 -0.5006439719
0.513 -0.4999602447 -0.4901023424 -0.5075727229
0.5135 -0.50701355 -0.5011168223 -0.513741738
0.514 -0.5134175505 -0.5113397102 -0.5192043958
0.5145 -0.5191987124 -0.520758764 -0.5240124421
0.515 -0.5243813677 -0.5293633764 -0.5282153412
0.5155 -0.5289877501 -0.5371445952 -0.531859715
0.516 -0.5330380461 -0.5440951397 -0.5349888685
0.5165 -0.5365504583 -0.5502094137 -0.5376423986
0.517 -0.5395412746 -0.5554835151 -0.5398558801
0.5175 -0.5420249413 -0.559915242 -0.5416606264
0.518 -0.5440141378 -0.5635040948 -0.5430835182
0.5185 -0.5455198516 -0.5662512749 -0.5441468955
0.519 -0.5465514512 -0.5681596804 -0.5448685087
0.5195 -0.5471167577 -0.5692338972 -0.5452615242
0.52 -0.547222115 -0.5694801872 -0.5453345804
0.5205 -0.5468724569 -0.5689064731 -0.5450918916
0.521 -0.5460713736 -0.5675223192 -0.5445333972
0.5215 -0.5448211769 -0.5653389092 -0.5436549542
0.522 -0.5431229648 -0.5623690203 -0.5424485708
0.5225 -0.5409766872 -0.5586269941 -0.5409026819
0.523 -0.5383812135 -0.5541287044 -0.539002464
0.5235 -0.5353344028 -0.5488915216 -0.536730189
0.524 -0.5318331795 -0.5429342738 -0.5340656171
0.5245 -0.5278736147 -0.5362772052 -0.5309864262
0.525 -0.5234510159 -0.5289419316 -0.5274686772
